,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
13,2022-07-11,260.15907378610694,234.5747837245539,297.36918843469346,260.15907378610694,260.15907378610694,4.98842167624691,4.98842167624691,4.98842167624691,4.98842167624691,4.98842167624691,4.98842167624691,0.0,0.0,0.0,265.14749546235385
14,2022-07-12,260.48114895337,230.56148909278227,294.53689653668596,260.48114895337,260.48114895337,2.0726856794513853,2.0726856794513853,2.0726856794513853,2.0726856794513853,2.0726856794513853,2.0726856794513853,0.0,0.0,0.0,262.5538346328214
15,2022-07-13,260.80322412063305,234.34836848251,293.9547160765329,260.80322412063305,260.80322412063305,2.758688781984834,2.758688781984834,2.758688781984834,2.758688781984834,2.758688781984834,2.758688781984834,0.0,0.0,0.0,263.5619129026179
16,2022-07-14,261.1252992878961,233.43214142548638,294.79984646044176,261.1252992878961,261.1252992878961,3.31464535621402,3.31464535621402,3.31464535621402,3.31464535621402,3.31464535621402,3.31464535621402,0.0,0.0,0.0,264.43994464411014
17,2022-07-15,261.44737444541033,234.7080277486911,293.89722042642376,261.44737444541033,261.44737444541033,4.260169038961036,4.260169038961036,4.260169038961036,4.260169038961036,4.260169038961036,4.260169038961036,0.0,0.0,0.0,265.70754348437134
18,2022-07-18,262.41359991795304,236.74022695756724,299.3178289379002,262.41359991795304,262.41359991795304,4.9884216762445375,4.9884216762445375,4.9884216762445375,4.9884216762445375,4.9884216762445375,4.9884216762445375,0.0,0.0,0.0,267.40202159419755
19,2022-07-19,262.73567507546727,234.5861519244573,296.83728682276086,262.73567507546727,262.73567507546727,2.0726856794668476,2.0726856794668476,2.0726856794668476,2.0726856794668476,2.0726856794668476,2.0726856794668476,0.0,0.0,0.0,264.80836075493414
20,2022-07-20,263.05775023298145,234.51008312080594,296.41182433514626,263.05775023298145,263.05775023298145,2.7586887819872388,2.7586887819872388,2.7586887819872388,2.7586887819872388,2.7586887819872388,2.7586887819872388,0.0,0.0,0.0,265.8164390149687
21,2022-07-21,263.3798253904957,236.80151361309984,297.03023511162974,263.3798253904957,263.3798253904957,3.314645356210636,3.314645356210636,3.314645356210636,3.314645356210636,3.314645356210636,3.314645356210636,0.0,0.0,0.0,266.6944707467063
22,2022-07-22,263.70190054801,239.00860656464525,296.739171991702,263.70190054801,263.70190054801,4.2601690389896785,4.2601690389896785,4.2601690389896785,4.2601690389896785,4.2601690389896785,4.2601690389896785,0.0,0.0,0.0,267.96206958699963
23,2022-07-25,264.6681260205526,239.5285420716248,296.44353594814396,264.6681260205526,264.6681260205526,4.98842167626381,4.98842167626381,4.98842167626381,4.98842167626381,4.98842167626381,4.98842167626381,0.0,0.0,0.0,269.6565476968164
24,2022-07-26,264.99020117806685,238.69781219309502,299.4640632668331,264.99020117806685,264.99020117806685,2.0726856794621034,2.0726856794621034,2.0726856794621034,2.0726856794621034,2.0726856794621034,2.0726856794621034,0.0,0.0,0.0,267.06288685752895
25,2022-07-27,265.31227633867894,238.2792371647656,298.6513320021785,265.31227633867894,265.31227633867894,2.7586887819838957,2.7586887819838957,2.7586887819838957,2.7586887819838957,2.7586887819838957,2.7586887819838957,0.0,0.0,0.0,268.07096512066283
26,2022-07-28,265.634351499291,240.12026676967153,299.1853194462281,265.634351499291,265.634351499291,3.3146453562072544,3.3146453562072544,3.3146453562072544,3.3146453562072544,3.3146453562072544,3.3146453562072544,0.0,0.0,0.0,268.94899685549825
27,2022-07-29,265.95642665990306,240.89305415712104,299.12439389876954,265.95642665990306,265.95642665990306,4.260169038993209,4.260169038993209,4.260169038993209,4.260169038993209,4.260169038993209,4.260169038993209,0.0,0.0,0.0,270.21659569889624
28,2022-08-01,266.92265214173926,238.87148698267615,302.5554363985195,266.92265214173926,266.92265214173926,4.988421676261436,4.988421676261436,4.988421676261436,4.988421676261436,4.988421676261436,4.988421676261436,0.0,0.0,0.0,271.9110738180007
29,2022-08-02,267.24472730235135,239.52157563926244,300.4257304596798,267.24472730235135,267.24472730235135,2.0726856794573583,2.0726856794573583,2.0726856794573583,2.0726856794573583,2.0726856794573583,2.0726856794573583,0.0,0.0,0.0,269.31741298180873
30,2022-08-03,267.56680246296344,239.8623465743672,299.8160475358667,267.56680246296344,267.56680246296344,2.7586887819863004,2.7586887819863004,2.7586887819863004,2.7586887819863004,2.7586887819863004,2.7586887819863004,0.0,0.0,0.0,270.3254912449497
31,2022-08-04,267.88887762357547,241.22620197622206,302.3534597039253,267.88887762357547,267.88887762357547,3.314645356221628,3.314645356221628,3.314645356221628,3.314645356221628,3.314645356221628,3.314645356221628,0.0,0.0,0.0,271.20352297979707
32,2022-08-05,268.21095278418755,242.62897945666643,300.5654245202174,268.21095278418755,268.21095278418755,4.260169038955657,4.260169038955657,4.260169038955657,4.260169038955657,4.260169038955657,4.260169038955657,0.0,0.0,0.0,272.4711218231432
33,2022-08-08,269.1771466189783,244.14961797537964,305.44917095862576,269.1771466189783,269.1771466189783,4.9884216762590645,4.9884216762590645,4.9884216762590645,4.9884216762590645,4.9884216762590645,4.9884216762590645,0.0,0.0,0.0,274.1655682952374
34,2022-08-09,269.49921123057527,242.29811550700862,301.48519413581124,269.49921123057527,269.49921123057527,2.07268567945734,2.07268567945734,2.07268567945734,2.07268567945734,2.07268567945734,2.07268567945734,0.0,0.0,0.0,271.5718969100326
35,2022-08-10,269.82127584217216,242.75601644413217,303.6460082496004,269.82127584217216,269.82127584217216,2.758688781986401,2.758688781986401,2.758688781986401,2.758688781986401,2.758688781986401,2.758688781986401,0.0,0.0,0.0,272.57996462415855
